top k disease,1
key,all
icd_code,count,delete,English,Chinese
7804,384,,Dizziness and giddiness
3498,383,,
g92,383,,
3381,380,,
1985,370,,Secondary malignant neoplasm of bone and bone marrow
m480,366,,
f329,364,,
a084,363,,
8202,363,,
i480,361,,
5740,357,,
7840,354,,Headache
2028,353,,
5308,348,,
k831,347,,
5118,347,,Pleural effus nec not tb
7809,344,,
4019,344,,Unspecified essential hypertension
g409,339,,
5119,337,,Unspecified pleural effusion
4280,335,,"Congestive heart failure, unspecified"
c793,334,,
3451,333,,
i639,332,,
6823,332,,Cellulitis and abscess of upper arm and forearm
2964,330,,
r101,330,,
2050,330,,
7907,329,,Bacteremia
5715,329,,Cirrhosis of liver without mention of alcohol
i951,329,,
i132,327,,
311,326,,"Depressive disorder, not elsewhere classified"
t835,323,,
3454,323,,
i702,321,,
1570,320,,Malignant neoplasm of head of pancreas
5771,320,,Chronic pancreatitis
i824,317,,
4104,316,,
e115,314,,
2500,313,,
380,312,,
e871,307,,
k922,305,,
4659,305,,Acute upper respiratory infections of unspecified site
6827,304,,"Cellulitis and abscess of foot, except toes"
e660,300,,
k805,298,,
2953,298,,
5672,297,,
4871,296,,Influenza with other respiratory manifestations
6489,296,,
7807,294,,
2767,293,,Hyperpotassemia
8520,292,,
j459,292,,
k746,291,,
r509,290,,
5845,287,,Acute kidney failure with lesion of tubular necrosis
799,285,,
5901,285,,
7153,284,,
9965,284,,
2030,283,,
k830,282,,
f332,282,,
a410,280,,
i472,280,,
k729,280,,
2189,280,,"Leiomyoma of uterus, unspecified"
2928,280,,
5559,275,,Regional enteritis of unspecified site
7288,274,,
8050,272,,
k318,272,,
r109,270,,
3383,270,,Neoplasm related pain (acute) (chronic)
t802,269,,
k572,269,,
5693,268,,Hemorrhage of rectum and anus
5378,267,,
7242,267,,Lumbago
k590,266,,
e101,266,,
5314,264,,
340,262,,Multiple sclerosis
4101,261,,
5698,260,,
k529,258,,
7194,257,,
5908,256,,
1623,255,,"Malignant neoplasm of upper lobe, bronchus or lung"
c341,253,,
7240,250,,
5355,249,,
704,249,,
t861,245,,
4589,243,,"Hypotension, unspecified"
5711,242,,Acute alcoholic hepatitis
i211,239,,
9976,239,,
8070,238,,
g459,236,,
4240,235,,Mitral valve disorders
2740,235,,Gouty arthropathy
5780,235,,Hematemesis
k701,235,,
2851,234,,Acute posthemorrhagic anemia
c795,232,,
r079,232,,
4239,231,,Unspecified disease of pericardium
430,231,,Subarachnoid hemorrhage
5324,230,,
2536,229,,Other disorders of neurohypophysis
r112,229,,
90,227,,
s224,224,,
j962,223,,
5550,222,,Regional enteritis of small intestine
7812,222,,Abnormality of gait
1976,221,,Secondary malignant neoplasm of retroperitoneum and peritoneum
5409,221,,Acute appendicitis without mention of peritonitis
1977,220,,"Malignant neoplasm of liver, secondary"
5920,220,,Calculus of kidney
4660,220,,Acute bronchitis
i638,219,,
s066,219,,
2968,218,,
2507,217,,
r569,217,,
5191,215,,
3469,214,,
4049,214,,
k801,214,,
1970,213,,Secondary malignant neoplasm of lung
4260,213,,"Atrioventricular block, complete"
5301,211,,
5569,210,,"Ulcerative colitis, unspecified"
c833,210,,
k565,209,,
5921,207,,Calculus of ureter
k851,206,,
2859,206,,"Anemia, unspecified"
9964,206,,
i120,206,,
1830,205,,Malignant neoplasm of ovary
2965,205,,
g404,204,,
c920,204,,
e860,203,,
d709,203,,
4598,203,,
i442,203,,
3455,203,,
707,202,,
i210,202,,
j90,202,,
6822,202,,Cellulitis and abscess of trunk
4209,202,,
d62,201,,
2809,199,,"Iron deficiency anemia, unspecified"
479,195,,
e106,195,,
s721,194,,
9654,194,,"Poisoning by aromatic analgesics, not elsewhere classified"
4321,194,,Subdural hemorrhage
g893,193,,
4552,193,,Internal hemorrhoids with other complication
e222,192,,
j398,191,,
2504,190,,
6824,189,,"Cellulitis and abscess of hand, except fingers and thumb"
s720,189,,
7820,189,,Disturbance of skin sensation
2754,188,,
i340,187,,
k358,186,,
c250,183,,
4210,183,,Acute and subacute bacterial endocarditis
j159,183,,
5768,183,,Other specified disorders of biliary tract
8054,182,,Closed fracture of lumbar vertebra without mention of spinal cord injury
4030,182,,
1820,181,,"Malignant neoplasm of corpus uteri, except isthmus"
6820,179,,Cellulitis and abscess of face
t827,179,,
5696,179,,
7245,178,,"Backache, unspecified"
5741,178,,
k254,177,,
j069,176,,
i618,175,,
c786,174,,
9650,174,,
4582,172,,
n170,171,,
1629,170,,"Malignant neoplasm of bronchus and lung, unspecified"
570,170,,Acute and subacute necrosis of liver
g408,169,,
9960,169,,
2800,169,,Iron deficiency anemia secondary to blood loss (chronic)
i471,168,,
7302,168,,
k800,168,,
c220,167,,
i671,165,,
7110,165,,
v560,165,,
c541,165,,
k852,165,,
7800,164,,Alteration of consciousness
5579,163,,Unspecified vascular insufficiency of intestine
7211,163,,Cervical spondylosis with myelopathy
9951,163,,"Angioneurotic edema, not elsewhere classified"
c900,163,,
5742,162,,
i160,161,,
i313,160,,
1628,159,,Malignant neoplasm of other parts of bronchus or lung
5749,159,,
3382,159,,
5522,159,,
5750,158,,Acute cholecystitis
8200,157,,
5997,156,,Hematuria
r060,156,,
8052,155,,Closed fracture of dorsal [thoracic] vertebra without mention of spinal cord injury
5552,155,,Regional enteritis of small intestine with large intestine
i652,155,,
1625,153,,"Malignant neoplasm of lower lobe, bronchus or lung"
5532,153,,
7837,153,,Adult failure to thrive
k920,152,,
2873,152,,
7298,150,,
t864,150,,
8208,149,,Closed fracture of unspecified part of neck of femur
j958,149,,
i635,149,,
c780,149,,
c343,149,,
r103,149,,
6930,149,,Dermatitis due to drugs and medicines taken internally
t857,149,,
m511,148,,
5570,148,,Acute vascular insufficiency of intestine
3071,148,,Anorexia nervosa
2826,148,,
k264,147,,
7300,146,,
i080,146,,
t845,145,,
3030,145,,
e875,145,,
8082,144,,Closed fracture of pubis
7872,143,,
888,143,,
i631,143,,
2852,143,,
i611,142,,
g934,142,,
2841,142,,Pancytopenia
5772,141,,Cyst and pseudocyst of pancreas
5354,141,,
r42,141,,
4261,141,,
2252,140,,Benign neoplasm of cerebral meninges
k500,140,,
3000,140,,
k803,139,,
7295,138,,Pain in limb
7847,138,,Epistaxis
k810,137,,
5307,136,,Gastroesophageal laceration-hemorrhage syndrome
7895,136,,
b349,136,,
5190,136,,
k720,135,,
q231,134,,
i710,134,,
f39,134,,
4442,133,,
3453,132,,Grand mal status
8530,132,,
9983,131,,
j111,131,,
t855,131,,
5363,131,,Gastroparesis
n12,131,,
1988,131,,
e114,130,,
i161,130,,
r788,129,,
a09,129,,
i21a,129,,
g402,129,,
4410,128,,
7336,128,,Tietze's disease
2181,128,,Intramural leiomyoma of uterus
2768,128,,Hypopotassemia
4373,128,,"Cerebral aneurysm, nonruptured"
705,127,,
7213,127,,Lumbosacral spondylosis without myelopathy
d509,127,,
3962,127,,Mitral valve insufficiency and aortic valve stenosis
515,126,,Postinflammatory pulmonary fibrosis
9961,126,,"Mechanical complication of other vascular device, implant, and graft"
k519,125,,
7227,125,,
7909,124,,
8012,124,,
9988,124,,
5362,123,,Persistent vomiting
7159,123,,
e43,122,,
j101,121,,
f29,121,,
5364,121,,
t813,120,,
e112,120,,
r197,120,,
8120,120,,
i495,120,,
4414,120,,Abdominal aneurysm without mention of rupture
4824,119,,
7071,119,,
3310,118,,Alzheimer's disease
k297,118,,
566,117,,Abscess of anal and rectal regions
1890,117,,"Malignant neoplasm of kidney, except pelvis"
c787,117,,
k804,117,,
4870,117,,Influenza with pneumonia
i620,116,,
4010,116,,Malignant essential hypertension
5601,115,,Paralytic ileus
r531,114,,
3458,114,,
k521,113,,
i714,113,,
m628,112,,
9975,112,,"Urinary complications, not elsewhere classified"
4109,112,,
5551,112,,Regional enteritis of large intestine
j440,112,,
r001,111,,
4388,111,,
r51,111,,
m798,111,,
3468,110,,
k579,110,,
k509,110,,
5128,110,,Other spontaneous pneumothorax
1561,110,,Malignant neoplasm of extrahepatic bile ducts
1911,110,,Malignant neoplasm of frontal lobe
k704,109,,
k625,108,,
7823,108,,Edema
t856,107,,
1551,107,,Malignant neoplasm of intrahepatic bile ducts
2920,107,,Drug withdrawal
b20,107,,
d570,107,,
g401,107,,
i959,106,,
f432,106,,
9694,106,,Poisoning by benzodiazepine-based tranquilizers
m462,106,,
2910,106,,Alcohol withdrawal delirium
6810,106,,
f209,105,,
i330,105,,
k219,104,,
n10,104,,
4029,104,,
m845,104,,
i481,103,,
4538,103,,Venous thrombosis nec
6202,103,,Other and unspecified ovarian cyst
5694,103,,
4403,103,,
k861,103,,
7299,103,,Soft tissue dis nec/nos
k807,103,,
3241,103,,Intraspinal abscess
d259,102,,
s320,102,,
7990,101,,
185,100,,Malignant neoplasm of prostate
g35,100,,
n132,100,,
t874,100,,
9982,99,,"Accidental puncture or laceration during a procedure, not elsewhere classified"
c349,99,,
9708,99,,Poisoning by other specified central nervous system stimulants
7851,98,,Palpitations
539,98,,
9971,98,,"Cardiac complications, not elsewhere classified"
s828,97,,
a408,97,,
f319,97,,
5720,97,,Abscess of liver
9970,97,,
g892,97,,
388,96,,
t846,96,,
6184,96,,"Uterovaginal prolapse, unspecified"
k806,96,,
383,95,,
9690,95,,Poisoning-antidepressant
9351,95,,Foreign body in esophagus
3320,95,,Paralysis agitans
1510,95,,Malignant neoplasm of cardia
m545,95,,
3050,95,,
k508,94,,
7100,94,,Systemic lupus erythematosus
j100,94,,
3570,93,,Acute infective polyneuritis
d701,93,,
d649,93,,
k652,93,,
e104,92,,
5751,92,,
4432,91,,
i441,91,,
k430,91,,
g20,91,,
d320,90,,
8212,90,,
d618,90,,
g891,90,,
k353,90,,
f039,90,,
8230,90,,
f500,90,,
e835,89,,
4821,89,,Pneumonia due to Pseudomonas
6000,88,,
f312,88,,
i632,88,,
7070,88,,
7863,88,,Hemoptysis
5566,88,,Universal ulcerative (chronic) colitis
m255,88,,
t818,88,,
193,88,,Malignant neoplasm of thyroid gland
7210,88,,Cervical spondylosis without myelopathy
3318,88,,
7862,88,,Cough
i081,88,,
i81,88,,
t391,87,,
i978,87,,
4100,87,,
8518,86,,
g439,86,,
4274,86,,
2040,86,,
5109,86,,Empyema without mention of fistula
2554,86,,
k648,85,,
i952,85,,
382,85,,
f200,85,,
490,84,,"Bronchitis, not specified as acute or chronic"
5641,84,,Irritable bowel syndrome
s220,84,,
d693,84,,
e877,84,,
d500,83,,
2942,83,,
i693,83,,
l024,83,,
4168,83,,Other chronic pulmonary heart diseases
5688,83,,
i504,83,,
o268,83,,
j950,83,,
4102,82,,
7301,82,,
l032,82,,
i615,82,,
k432,81,,
2639,81,,Unspecified protein-calorie malnutrition
1972,81,,Secondary malignant neoplasm of pleura
i610,81,,
s724,80,,
2387,80,,
5533,80,,Diaphragmatic hernia without mention of obstruction or gangrene
k941,80,,
5733,79,,"Hepatitis, unspecified"
2766,79,,Fluid overload disorder
2113,79,,Benign neoplasm of colon
1748,79,,Malignant neoplasm of other specified sites of female breast
9973,79,,Surg complic-respir syst
i633,79,,
k501,78,,
r418,78,,
j841,78,,
i712,78,,
220,77,,Benign neoplasm of ovary
7291,77,,"Myalgia and myositis, unspecified"
8134,77,,
9972,77,,"Peripheral vascular complications, not elsewhere classified"
h811,77,,
3098,77,,
s270,76,,
7810,76,,Abnormal involuntary movements
6262,76,,Excessive or frequent menstruation
a081,76,,
4941,76,,Bronchiectasis with acute exacerbation
k802,76,,
n998,75,,
8210,75,,
1578,75,,Malignant neoplasm of other specified sites of pancreas
4340,75,,
f339,74,,
m541,74,,
2959,74,,
s063,74,,
d683,74,,
5779,74,,Unspecified disease of pancreas
i083,74,,
k913,74,,
3001,73,,
1579,73,,"Malignant neoplasm of pancreas, part unspecified"
1984,73,,Secondary malignant neoplasm of other parts of nervous system
f250,73,,
5724,73,,Hepatorenal syndrome
i319,72,,
c798,72,,
2502,72,,
4103,72,,
c509,72,,
6110,72,,Inflammatory disease of breast
g431,71,,
2041,71,,
9623,71,,Poisoning by insulins and antidiabetic agents
1533,71,,Malignant neoplasm of sigmoid colon
n136,71,,
5401,71,,Acute appendicitis with peritoneal abscess
t858,70,,
5571,70,,Chronic vascular insufficiency of intestine
5603,70,,
7231,70,,Cervicalgia
k567,70,,
k942,70,,
1541,69,,Malignant neoplasm of rectum
4298,69,,
452,69,,Portal vein thrombosis
f259,69,,
t826,69,,
5130,69,,Abscess of lung
4111,69,,Intermediate coronary syndrome
3460,69,,
m471,69,,
7845,69,,Speech disturbance nec
c61,69,,
g610,68,,
k528,68,,
9986,68,,Persistent postoperative fistula
3090,68,,Adjustment disorder with depressed mood
k552,68,,
t783,68,,
j09x,67,,
7244,67,,"Thoracic or lumbosacral neuritis or radiculitis, unspecified"
k559,67,,
4412,67,,Thoracic aneurysm without mention of rupture
1974,67,,Secondary malignant neoplasm of small intestine including duodenum
r131,66,,
i777,66,,
s821,66,,
j110,66,,
k449,65,,
9963,65,,
5368,65,,Dyspepsia and other specified disorders of function of stomach
c221,65,,
3510,65,,Bell's palsy
e876,65,,
i10,64,,
1749,64,,"Malignant neoplasm of breast (female), unspecified"
c259,64,,
f318,64,,
n401,64,,
g700,64,,
3580,64,,
l022,64,,
v588,64,,
9240,64,,
i272,63,,
c20,63,,
7931,63,,Nonspecific (abnormal) findings on radiological and other examination of lung field
5272,63,,Sialoadenitis
f101,63,,
4377,63,,Transient global amnesia
c562,62,,
r627,62,,
4270,62,,Paroxysmal supraventricular tachycardia
f316,62,,
2966,62,,
7243,62,,Sciatica
2762,62,,Acidosis
m861,62,,
k226,62,,
7225,62,,
6180,61,,
1622,61,,Malignant neoplasm of main bronchus
5602,61,,Volvulus
7882,61,,
5302,61,,
7334,61,,
1912,61,,Malignant neoplasm of temporal lobe
l763,61,,
j969,61,,
k510,61,,
2875,61,,"Thrombocytopenia, unspecified"
o996,60,,
h813,60,,
5370,60,,Acquired hypertrophic pyloric stenosis
n995,60,,
v580,60,,
r791,60,,
k750,60,,
4329,60,,Unspecified intracranial hemorrhage
4828,60,,
3004,60,,Dysthymic disorder
h812,59,,
n309,59,,
5303,59,,Stricture and stenosis of esophagus
5353,59,,
5501,59,,
3488,59,,Brain conditions nec
t402,59,,
785,59,,
t840,59,,
5349,59,,
5344,59,,
j869,58,,
j938,58,,
c160,58,,
i213,58,,
1978,58,,Secondary malignant neoplasm of other digestive organs and spleen
m109,58,,
s422,58,,
5746,57,,
75,57,,
l030,57,,
5748,57,,
k858,57,,
91,57,,
j980,57,,
e111,57,,
i609,57,,
m478,56,,
6466,56,,
4254,56,,Other primary cardiomyopathies
2180,56,,Submucous leiomyoma of uterus
9693,56,,"Poisoning by other antipsychotics, neuroleptics, and major tranquilizers"
3315,56,,Idiopathic normal pressure hydrocephalus (INPH)
c73,56,,
7904,55,,Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH]
o141,55,,
8080,55,,Closed fracture of acetabulum
5950,55,,Acute cystitis
m796,55,,
3092,55,,
5300,54,,Achalasia and cardiospasm
4139,54,,Other and unspecified angina pectoris
i469,54,,
g309,54,,
k550,54,,
5163,54,,Idiopathic fibrosing alveolitis
k420,54,,
l270,54,,
t825,54,,
6811,54,,
t830,54,,
e110,54,,
920,54,,"Contusion of face, scalp, and neck except eye(s)"
c569,54,,
j188,54,,
e861,54,,
3410,54,,Neuromyelitis optica
s026,53,,
o993,53,,
2760,53,,Hyperosmolality and/or hypernatremia
m868,53,,
5568,53,,Other ulcerative colitis
t424,53,,
i743,53,,
v071,53,,
k863,53,,
2773,53,,
d251,53,,
7338,53,,
k122,53,,
6440,53,,
531,53,,
e854,53,,
c711,53,,
5723,52,,Portal hypertension
3039,52,,
4332,52,,
2182,52,,Subserous leiomyoma of uterus
r911,52,,
t865,52,,
g438,52,,
r040,52,,
4275,52,,Cardiac arrest
1128,52,,
f445,52,,
i619,51,,
g061,51,,
m512,51,,
7270,51,,
n832,51,,
t181,51,,
5714,51,,
e131,51,,
2749,50,,"Gout, unspecified"
k221,50,,
5778,50,,Other specified diseases of pancreas
n200,50,,
7866,50,,"Swelling, mass, or lump in chest"
m968,50,,
m472,50,,
7821,50,,Rash and other nonspecific skin eruption
5121,50,,Iatrogenic pneumothorax
5959,50,,"Cystitis, unspecified"
r740,50,,
5747,50,,
6049,50,,
7819,50,,
k766,50,,
r538,50,,
6425,50,,
135,49,,Sarcoidosis
5305,49,,Dyskinesia of esophagus
5738,49,,Other specified disorders of liver
s324,49,,
6484,49,,
i614,49,,
3078,49,,
5521,49,,Umbilical hernia with obstruction
6468,49,,
5938,49,,
k868,49,,
c561,49,,
703,49,,
j208,48,,
2830,48,,Autoimmune hemolytic anemias
7263,48,,
514,48,,Pulmonary congestion and hypostasis
m485,48,,
496,48,,"Chronic airway obstruction, not elsewhere classified"
1534,48,,Malignant neoplasm of cecum
6424,48,,
i678,48,,
1536,48,,Malignant neoplasm of ascending colon
6430,48,,
6825,48,,Cellulitis and abscess of buttock
2115,48,,Benign neoplasm of liver and biliary passages
1913,48,,Malignant neoplasm of parietal lobe
3457,47,,
f333,47,,
i630,47,,
5509,47,,
c187,47,,
2092,47,,
6084,47,,Other inflammatory disorders of male genital organs
4592,47,,Compression of vein
k311,47,,
c712,47,,
7230,47,,Spinal stenosis in cervical region
8730,47,,"Open wound of scalp, without mention of complication"
i301,47,,
r042,46,,
j948,46,,
7140,46,,Rheumatoid arthritis
i352,46,,
6331,46,,
2904,46,,
m000,46,,
m940,46,,
8022,46,,
s723,46,,
k352,46,,
4782,46,,
5856,46,,End stage renal disease
s121,46,,
m844,45,,
m171,45,,
8734,45,,
3801,45,,
i129,45,,
f419,45,,
f323,45,,
1744,45,,Malignant neoplasm of upper-outer quadrant of female breast
4372,45,,Hypertensive encephalopathy
f603,45,,
4930,45,,
5563,45,,Ulcerative (chronic) proctosigmoiditis
i518,45,,
l033,45,,
z121,45,,
r918,45,,
8060,45,,
8010,45,,
7339,45,,
3330,45,,Other degenerative diseases of the basal ganglia
i490,45,,
i212,45,,
r268,45,,
a411,45,,
3785,45,,
5400,44,,Acute appendicitis with generalized peritonitis
5691,44,,Rectal prolapse
5225,44,,Periapical abscess without sinus
481,44,,Pneumococcal pneumonia [Streptococcus pneumoniae pneumonia]
7220,44,,Displacement of cervical intervertebral disc without myelopathy
a692,44,,
k758,44,,
i482,44,,
4333,44,,
a401,44,,
a403,44,,
2097,44,,
5697,44,,
4888,44,,
2930,44,,Delirium due to conditions classified elsewhere
k436,43,,
4588,43,,Other specified hypotension
c19,43,,
5743,43,,
r502,43,,
m549,43,,
5319,43,,
2051,43,,
i958,43,,
g360,43,,
3379,43,,Unspecified disorder of autonomic nervous system
k651,43,,
i309,42,,
s325,42,,
8024,42,,Closed fracture of malar and maxillary bones
3682,42,,Diplopia
2948,42,,Other persistent mental disorders due to conditions classified elsewhere
2381,42,,Neoplasm of uncertain behavior of connective and other soft tissue
k562,42,,
2020,42,,
7478,42,,
2021,42,,
4466,42,,Thrombotic microangiopathy
r310,42,,
c182,42,,
7813,42,,Lack of coordination
6259,41,,Unspecified symptom associated with female genital organs
1571,41,,Malignant neoplasm of body of pancreas
2411,41,,Nontoxic multinodular goiter
f23,41,,
3339,41,,
2886,41,,
m500,41,,
3688,41,,Other specified visual disturbances
6821,41,,Cellulitis and abscess of neck
4568,41,,Varices of other sites
s272,41,,
z515,41,,
s722,41,,
t817,41,,
1918,41,,Malignant neoplasm of other parts of brain
g454,41,,
c155,41,,
6929,41,,"Contact dermatitis and other eczema, unspecified cause"
3489,41,,Unspecified condition of brain
q273,41,,
7850,40,,"Tachycardia, unspecified"
c340,40,,
c240,40,,
k917,40,,
4448,40,,
t405,40,,
t401,40,,
5528,40,,"Hernia of other specified sites, with obstruction"
2273,40,,Benign neoplasm of pituitary gland and craniopharyngeal duct
4428,40,,
z432,40,,
v551,40,,
j455,40,,
g030,40,,
3272,40,,
i724,40,,
k661,40,,
k208,39,,
k047,39,,
5958,39,,
5351,39,,
5356,39,,
261,39,,Nutritional marasmus
1991,39,,Other malignant neoplasm without specification of site
4358,39,,Other specified transient cerebral ischemias
8002,39,,
c782,39,,
e105,39,,
g939,39,,
9663,39,,Poisoning by other and unspecified anticonvulsants
r188,39,,
v552,39,,
c642,39,,
n300,39,,
f322,38,,
462,38,,Acute pharyngitis
j849,38,,
d648,38,,
7856,38,,Enlargement of lymph nodes
7384,38,,Acquired spondylolisthesis
k838,38,,
k850,38,,
m542,38,,
4558,38,,Unspecified hemorrhoids with other complication
s024,38,,
2509,38,,
r200,38,,
3229,38,,"Meningitis, unspecified"
6480,38,,
d703,38,,
c910,38,,
s141,38,,
c851,38,,
c911,38,,
8244,38,,"Bimalleolar fracture, closed"
4131,38,,Prinzmetal angina
475,38,,Peritonsillar abscess
1540,37,,Malignant neoplasm of rectosigmoid junction
i260,37,,
m321,37,,
8026,37,,Closed fracture of orbital floor (blow-out)
6142,37,,"Salpingitis and oophoritis not specified as acute, subacute, or chronic"
k638,37,,
7943,37,,
b179,37,,
9590,37,,
5523,37,,Diaphragmatic hernia with obstruction
4476,37,,"Arteritis, unspecified"
b378,37,,
a879,37,,
4251,37,,Hypertrophic obstructive cardiomyopathy
r000,37,,
3482,37,,Benign intracranial hypertension
4238,37,,Other specified diseases of pericardium
6149,37,,Unspecified inflammatory disease of female pelvic organs and tissues
6213,37,,
2019,36,,
k611,36,,
8650,36,,
i351,36,,
k222,36,,
m808,36,,
m190,36,,
1173,36,,Aspergillosis
s021,36,,
k112,36,,
i872,36,,
3481,36,,Anoxic brain damage
3490,36,,Reaction to spinal or lumbar puncture
3558,36,,"Mononeuritis of lower limb, unspecified"
2512,36,,"Hypoglycemia, unspecified"
f112,36,,
86,36,,
3314,36,,Obstructive hydrocephalus
t823,36,,
2971,36,,Delusional disorder
r298,36,,
k220,36,,
5184,36,,"Acute edema of lung, unspecified"
k30,36,,
d469,36,,
8020,35,,Closed fracture of nasal bones
6171,35,,Endometriosis of ovary
4555,35,,External hemorrhoids with other complication
r090,35,,
c794,35,,
r410,35,,
k315,35,,
k632,35,,
9241,35,,
1363,35,,Pneumocystosis
s271,35,,
1562,35,,Malignant neoplasm of ampulla of vater
i608,35,,
t878,35,,
1888,35,,Malignant neoplasm of other specified sites of bladder
k284,35,,
8248,35,,"Unspecified fracture of ankle, closed"
s525,35,,
1518,35,,Malignant neoplasm of other specified sites of stomach
c169,34,,
3968,34,,Multiple involvement of mitral and aortic valves
k209,34,,
i971,34,,
s223,34,,
3681,34,,
3238,34,,
3018,34,,
n939,34,,
c641,34,,
2449,34,,Unspecified acquired hypothyroidism
8100,34,,
j449,34,,
c784,34,,
v533,34,,
5180,34,,Pulmonary collapse
5168,34,,Other specified alveolar and parietoalveolar pneumonopathies
8246,34,,"Trimalleolar fracture, closed"
g318,33,,
d735,33,,
3352,33,,
5320,33,,
k551,33,,
7265,33,,Enthesopathy of hip region
4105,33,,
2420,33,,
g510,33,,
4462,33,,
l762,33,,
e870,33,,
v718,33,,
5673,33,,
t821,33,,
5398,33,,
5329,33,,
f431,33,,
i483,33,,
i257,33,,
4809,33,,"Viral pneumonia, unspecified"
7190,33,,
5565,33,,Left-sided ulcerative (chronic) colitis
2798,33,,Other specified disorders involving the immune mechanism
k767,32,,
s822,32,,
8600,32,,Traumatic pneumothorax without mention of open wound into thorax
c859,32,,
v714,32,,
8220,32,,Closed fracture of patella
c504,32,,
t432,32,,
k440,32,,
7843,32,,Aphasia
v765,32,,
5934,32,,Other ureteric obstruction
1520,32,,Malignant neoplasm of duodenum
k224,32,,
1975,32,,Secondary malignant neoplasm of large intestine and rectum
6748,32,,
2116,32,,"Benign neoplasm of pancreas, except islets of Langerhans"
2921,32,,
m600,32,,
7229,31,,
f015,31,,
4801,31,,Pneumonia due to respiratory syncytial virus
j152,31,,
e274,31,,
2895,31,,
5185,31,,Pulmonary insufficiency following trauma and surgery
5280,31,,
325,31,,Phlebitis and thrombophlebitis of intracranial venous sinuses
9520,31,,
6423,31,,
1369,31,,Unspecified infectious and parasitic diseases
3623,31,,
k958,31,,
t868,31,,
9962,31,,"Mechanical complication of nervous system device, implant, and graft"
c348,31,,
i871,31,,
r002,31,,
2520,31,,
1508,31,,Malignant neoplasm of other specified part of esophagus
c92z,30,,
8056,30,,Closed fracture of sacrum and coccyx without mention of spinal cord injury
9726,30,,Poisoning by other antihypertensive agents
s423,30,,
k580,30,,
j40,30,,
1505,30,,Malignant neoplasm of lower third of esophagus
1509,30,,"Malignant neoplasm of esophagus, unspecified site"
8122,30,,
n813,30,,
6411,30,,
4413,30,,"Abdominal aneurysm, ruptured"
c7a8,30,,
2375,30,,Neoplasm of uncertain behavior of brain and spinal cord
1624,30,,"Malignant neoplasm of middle lobe, bronchus or lung"
s120,30,,
3332,30,,Myoclonus
d352,30,,
3311,30,,
m161,30,,
1960,30,,"Secondary and unspecified malignant neoplasm of lymph nodes of head, face, and neck"
c49a,30,,
3450,30,,
2853,30,,Antineoplastic chemotherapy induced anemia
6427,30,,
r108,30,,
7824,30,,"Jaundice, unspecified, not of newborn"
4330,30,,
d702,30,,
m112,30,,
4787,30,,
7842,29,,"Swelling, mass, or lump in head and neck"
4465,29,,Giant cell arteritis
